customerID,tenure,Contract,PaymentMethod,MonthlyCharges,Churn
0594-UFTUL,13,Month-to-month,Mailed check,19.85,No
5201-USSQZ,26,Month-to-month,Credit card (automatic),85.9,No
5996-EBTKM,67,Two year,Bank transfer (automatic),69.9,No
3282-ZISZV,32,One year,Credit card (automatic),83.7,No
2386-OWURY,58,Month-to-month,Electronic check,95.3,No
3951-NJCVI,42,Month-to-month,Electronic check,95.05,No
8705-DWKTI,52,Month-to-month,Credit card (automatic),83.8,No
2897-DOVND,2,Month-to-month,Electronic check,69.8,No
8714-CTZJW,4,Month-to-month,Credit card (automatic),82.85,No
8559-WNQZS,1,Two year,Mailed check,20.45,No
4973-RLZVI,30,One year,Credit card (automatic),74.65,No
5828-DWPIL,62,Month-to-month,Electronic check,89.1,No
7025-WCBNE,47,Two year,Bank transfer (automatic),59.6,No
6248-TKCQV,70,Two year,Bank transfer (automatic),80.6,No
7020-OZKXZ,9,Month-to-month,Credit card (automatic),75.5,No
0928-JMXNP,4,Month-to-month,Electronic check,29.9,No
2892-GESUL,18,Two year,Mailed check,19.35,No
6519-ZHPXP,72,Two year,Bank transfer (automatic),108.3,No
5320-BRKGK,58,Two year,Mailed check,75.8,No
5188-HGMLP,54,Month-to-month,Bank transfer (automatic),74.0,No
9084-OAYKL,58,Two year,Mailed check,20.8,No
5198-HQAEN,35,One year,Electronic check,89.7,No
3957-SQXML,34,Two year,Credit card (automatic),24.95,No
3528-HFRIQ,71,Month-to-month,Bank transfer (automatic),52.3,No
5619-PTMIK,46,Month-to-month,Electronic check,53.1,No
8990-ZXLSU,9,Month-to-month,Electronic check,69.05,No
2577-GVSIL,35,One year,Bank transfer (automatic),73.45,No
7967-HYCDE,8,Month-to-month,Bank transfer (automatic),70.7,No
2081-KJSQF,1,Month-to-month,Mailed check,20.25,No
9891-NQDBD,28,One year,Mailed check,25.55,No
8747-UDCOI,65,Two year,Bank transfer (automatic),19.35,No
9402-ROUMJ,67,One year,Bank transfer (automatic),100.25,No
7255-SSFBC,72,Two year,Bank transfer (automatic),112.25,No
9917-KWRBE,41,One year,Credit card (automatic),78.35,No
3148-AOIQT,69,Two year,Credit card (automatic),24.95,No
0549-CYCQN,51,One year,Bank transfer (automatic),79.6,No
8095-WANWK,10,Month-to-month,Mailed check,45.25,No
0354-VXMJC,23,Two year,Credit card (automatic),19.6,No
8749-CLJXC,1,Month-to-month,Mailed check,20.05,No
7379-FNIUJ,2,Month-to-month,Electronic check,100.2,No
6537-OTKMY,15,One year,Electronic check,50.75,No
4616-EWBNJ,16,One year,Bank transfer (automatic),20.1,No
4003-FUSHP,19,Month-to-month,Credit card (automatic),61.55,No
5110-CHOPY,60,Two year,Electronic check,53.6,No
0581-MDMPW,24,Month-to-month,Credit card (automatic),88.95,No
0058-EVZWM,55,Month-to-month,Bank transfer (automatic),89.8,No
7037-MTYVW,38,Two year,Bank transfer (automatic),85.4,No
3865-ZYKAD,69,Month-to-month,Credit card (automatic),84.9,No
2604-XVDAM,12,Month-to-month,Bank transfer (automatic),43.8,No
6349-JDHQP,53,Two year,Credit card (automatic),19.85,No
2694-CIUMO,12,Month-to-month,Credit card (automatic),79.55,No
8455-HIRAQ,8,Month-to-month,Mailed check,44.45,No
2977-CEBSX,66,Two year,Credit card (automatic),90.05,No
9575-IWCAZ,6,One year,Mailed check,25.1,No
0895-LNKRC,6,One year,Mailed check,19.45,No
3824-RHKVR,17,Month-to-month,Credit card (automatic),19.7,No
5609-IMCGG,15,Month-to-month,Credit card (automatic),84.35,No
3002-WQZWT,29,Month-to-month,Electronic check,74.2,No
8777-PVYGU,52,One year,Mailed check,64.3,No
4415-WNGVR,12,One year,Electronic check,79.2,No
9430-NKQLY,72,Two year,Credit card (automatic),25.1,No
0439-IFYUN,18,Month-to-month,Electronic check,74.7,No
6728-CZFEI,15,One year,Mailed check,56.15,No
1755-FZQEC,39,One year,Mailed check,19.9,No
3161-ONRWK,60,One year,Bank transfer (automatic),65.85,No
9281-CEDRU,68,Two year,Bank transfer (automatic),64.1,No
3716-UVSPD,1,Month-to-month,Electronic check,49.3,No
5650-YLIBA,31,Month-to-month,Electronic check,81.15,No
0366-NQSHS,2,Month-to-month,Mailed check,19.35,No
4686-UXDML,21,Month-to-month,Credit card (automatic),99.85,No
8705-WZCYL,1,Month-to-month,Electronic check,44.8,No
9040-KZVWO,26,One year,Bank transfer (automatic),75.5,No
7268-WNTCP,62,Two year,Bank transfer (automatic),20.45,No
0168-XZKBB,19,Month-to-month,Electronic check,86.85,No
3062-ICYZQ,51,Month-to-month,Electronic check,93.8,No
3594-IVHJZ,2,Month-to-month,Mailed check,20.45,No
9068-FHQHD,40,Two year,Bank transfer (automatic),20.15,No
9496-IVVRP,11,Month-to-month,Bank transfer (automatic),51.0,No
3327-YBAKM,64,One year,Mailed check,96.9,No
3486-KHMLI,21,Month-to-month,Mailed check,24.7,No
3108-PCCGG,72,Two year,Credit card (automatic),84.45,No
4465-VDKIQ,18,Month-to-month,Electronic check,77.8,No
7241-AJHFS,32,Month-to-month,Bank transfer (automatic),87.65,No
5778-BVOFB,9,Month-to-month,Bank transfer (automatic),59.5,No
2740-TVLFN,1,Month-to-month,Electronic check,50.15,No
3487-EARAT,70,One year,Credit card (automatic),74.1,No
2038-LLMLM,48,Month-to-month,Electronic check,103.85,No
2988-QRAJY,69,Two year,Credit card (automatic),110.05,No
3689-MOZGR,29,Month-to-month,Electronic check,31.2,No
7242-EDTYC,44,Two year,Bank transfer (automatic),19.55,No
0969-RGKCU,37,One year,Credit card (automatic),19.8,No
2273-QCKXA,1,Month-to-month,Mailed check,49.05,No
4811-JBUVU,30,Month-to-month,Credit card (automatic),89.9,No
6734-JDTTV,65,Two year,Credit card (automatic),19.85,No
7480-SPLEF,69,Two year,Bank transfer (automatic),26.0,No
9529-OFXHY,15,Month-to-month,Bank transfer (automatic),87.75,No
8213-TAZPM,69,One year,Bank transfer (automatic),108.75,No
6350-XFYGW,4,Month-to-month,Electronic check,94.75,No
6813-GZQCG,45,Two year,Credit card (automatic),24.65,No
1093-YSWCA,11,Two year,Credit card (automatic),19.55,No
0848-ZGQIJ,16,Month-to-month,Bank transfer (automatic),94.65,No
3572-UOLYZ,46,Month-to-month,Bank transfer (automatic),84.8,No
0305-SQECB,11,One year,Mailed check,36.05,No
5227-JSCFE,71,Two year,Credit card (automatic),46.35,No
6156-UZDLF,26,One year,Credit card (automatic),87.15,No
0927-CNGRH,1,Month-to-month,Mailed check,19.55,No
9153-BTBVV,71,Two year,Bank transfer (automatic),25.0,No
5651-CPDND,10,Month-to-month,Mailed check,46.0,No
4480-QQRHC,8,Month-to-month,Bank transfer (automatic),74.05,No
0505-SPOOW,70,Two year,Bank transfer (automatic),19.8,No
4859-ZSRDZ,58,Two year,Credit card (automatic),55.5,No
2988-GBIVW,70,Month-to-month,Electronic check,90.85,No
3133-PZNSR,72,Two year,Credit card (automatic),97.75,No
4807-IZYOZ,51,Two year,Bank transfer (automatic),20.65,No
9746-UGFAC,22,One year,Bank transfer (automatic),20.85,No
6242-SGYTS,62,One year,Credit card (automatic),94.95,No
5248-KWLAR,71,Two year,Electronic check,90.35,No
2279-AXJJK,52,Month-to-month,Credit card (automatic),95.65,No
6870-ZWMNX,70,Two year,Credit card (automatic),76.1,No
6416-JNVRK,46,One year,Credit card (automatic),55.65,No
5697-GOMBF,28,Month-to-month,Electronic check,35.9,No
1371-WEPDS,40,One year,Electronic check,55.8,No
7994-UYIVZ,8,Month-to-month,Bank transfer (automatic),85.65,No
5501-TVMGM,1,Month-to-month,Electronic check,55.25,No
7338-ERIVA,39,One year,Bank transfer (automatic),45.05,No
2346-LOCWC,58,Two year,Credit card (automatic),20.5,No
3913-FCUUW,72,Two year,Bank transfer (automatic),70.45,No
4948-WBBKL,36,Month-to-month,Bank transfer (automatic),74.9,No
4693-VWVBO,3,Month-to-month,Electronic check,19.55,No
1755-RMCXH,2,Month-to-month,Mailed check,20.3,No
1207-BLKSA,52,Two year,Mailed check,23.05,No
4815-TUMEQ,10,One year,Mailed check,19.3,No
1032-MAELW,68,One year,Electronic check,78.45,No
5781-RFZRP,71,Two year,Credit card (automatic),73.5,No
2404-JIBFC,55,Two year,Bank transfer (automatic),85.1,No
8041-TMEID,63,Two year,Credit card (automatic),108.5,No
2828-SLQPF,19,Month-to-month,Bank transfer (automatic),45.0,No
0365-BZUWY,17,Month-to-month,Electronic check,102.55,No
5208-FVQKB,70,Two year,Mailed check,67.95,No
5256-SKJGO,64,Two year,Electronic check,54.6,No
2931-FSOHN,13,Month-to-month,Electronic check,59.9,No
6475-VHUIZ,23,Month-to-month,Electronic check,54.25,No
9796-MVYXX,14,Two year,Mailed check,39.7,No
1862-QRWPE,48,Two year,Bank transfer (automatic),20.65,No
0123-CRBRT,61,Two year,Mailed check,88.1,No
1575-KRZZE,4,Month-to-month,Electronic check,55.2,No
1635-FJFCC,5,Month-to-month,Credit card (automatic),44.05,No
6746-WAUWT,19,One year,Credit card (automatic),19.7,No
1702-CCFNJ,52,Month-to-month,Bank transfer (automatic),61.35,No
6778-EICRF,24,One year,Mailed check,74.8,No
3617-XLSGQ,66,Two year,Bank transfer (automatic),109.25,No
6234-RAAPL,72,Two year,Bank transfer (automatic),99.9,No
2040-XBAVJ,72,Two year,Bank transfer (automatic),114.45,No
4092-OFQZS,20,One year,Mailed check,20.65,No
5996-NRVXR,40,One year,Credit card (automatic),98.15,No
8778-LMWTJ,9,Month-to-month,Electronic check,74.85,No
2405-LBMUW,61,One year,Bank transfer (automatic),50.7,No
6772-WFQRD,40,One year,Bank transfer (automatic),20.4,No
7602-MVRMB,72,Two year,Bank transfer (automatic),110.45,No
0248-PGHBZ,67,Two year,Bank transfer (automatic),92.45,No
6283-GITPX,71,Two year,Credit card (automatic),76.9,No
8819-ZBYNA,58,Two year,Credit card (automatic),109.1,No
6629-LADHQ,2,Month-to-month,Mailed check,50.95,No
9443-JUBUO,72,Two year,Credit card (automatic),65.25,No
0562-HKHML,71,Two year,Credit card (automatic),23.9,No
6035-BXTTY,32,Month-to-month,Bank transfer (automatic),54.65,No
8125-QPFJD,72,Two year,Bank transfer (automatic),84.9,No
5456-ITGIC,72,Two year,Credit card (automatic),64.45,No
0048-PIHNL,49,One year,Bank transfer (automatic),20.45,No
0020-INWCK,71,Two year,Credit card (automatic),95.75,No
8295-FHIVV,7,Month-to-month,Mailed check,19.4,No
8106-GWQOK,38,Two year,Bank transfer (automatic),60.0,No
3688-FTHLT,16,Month-to-month,Bank transfer (automatic),63.05,No
2097-YVPKN,65,Two year,Mailed check,25.75,No
3489-VSFRD,56,One year,Credit card (automatic),60.25,No
7442-YGZFK,1,Month-to-month,Credit card (automatic),49.8,No
4672-FOTSD,12,Month-to-month,Electronic check,67.25,No
0003-MKNFE,9,Month-to-month,Mailed check,59.9,No
4332-MUOEZ,20,One year,Credit card (automatic),94.3,No
3882-IYOIJ,60,Two year,Credit card (automatic),115.25,No
4664-NJCMS,33,Two year,Bank transfer (automatic),59.55,No
3387-PLKUI,13,Month-to-month,Mailed check,18.8,No
5522-NYKPB,25,Month-to-month,Electronic check,85.9,No
8138-EALND,15,Month-to-month,Mailed check,19.75,No
4023-RTIQM,31,One year,Credit card (automatic),50.4,No
2969-VAPYH,67,One year,Credit card (automatic),60.5,No
8992-VONJD,13,Month-to-month,Electronic check,56.0,No
7103-IPXPJ,50,One year,Electronic check,99.4,No
3910-MRQOY,72,Two year,Bank transfer (automatic),19.4,No
1310-QRITU,18,Month-to-month,Electronic check,50.3,No
3373-YZZYM,1,Month-to-month,Mailed check,19.2,No
8461-EFQYM,38,One year,Electronic check,24.25,No
1174-FGIFN,28,One year,Electronic check,90.45,No
8570-KLJYJ,36,One year,Mailed check,54.45,No
8752-IMQOS,5,One year,Mailed check,20.1,No
2665-NPTGL,26,Month-to-month,Bank transfer (automatic),98.1,No
4472-LVYGI,0,Two year,Bank transfer (automatic),52.55,No
1406-PUQVY,1,Month-to-month,Electronic check,49.9,No
0253-ZTEOB,48,Two year,Electronic check,79.65,No
5168-MQQCA,72,One year,Bank transfer (automatic),108.5,No
8405-IGQFX,63,One year,Credit card (automatic),90.05,No
7140-ADSMJ,8,Month-to-month,Credit card (automatic),20.45,No
0506-YLVKJ,46,Two year,Mailed check,20.2,No
4079-ULGFR,16,Month-to-month,Mailed check,20.0,No
0002-ORFBO,9,One year,Mailed check,65.6,No
5039-LZRQT,13,One year,Mailed check,20.2,No
0953-LGOVU,12,Month-to-month,Mailed check,35.5,No
7439-DKZTW,1,Month-to-month,Electronic check,80.55,No
5285-MVEHD,56,One year,Credit card (automatic),105.6,No
3021-VLNRJ,50,One year,Credit card (automatic),70.8,No
6738-ISCBM,44,One year,Electronic check,54.0,No
0842-IWYCP,46,Month-to-month,Bank transfer (automatic),44.95,No
8961-QDZZJ,57,One year,Electronic check,95.0,No
0440-UEDAI,53,One year,Credit card (automatic),94.45,No
6374-NTQLP,72,Two year,Credit card (automatic),104.1,No
6345-FZOQH,69,Two year,Mailed check,19.9,No
1094-BKOSX,45,One year,Bank transfer (automatic),51.0,No
2926-JEJJC,8,One year,Bank transfer (automatic),20.2,No
9546-KDTRB,19,Month-to-month,Bank transfer (automatic),24.7,No
8450-LUGUK,37,Two year,Bank transfer (automatic),24.1,No
4869-EPIUS,56,One year,Electronic check,80.9,No
1386-ZIKUV,7,Month-to-month,Mailed check,18.95,No
8338-QIUNR,72,Two year,Credit card (automatic),66.5,No
9565-FLVCG,65,Two year,Mailed check,69.55,No
7018-FPXHH,56,Two year,Bank transfer (automatic),59.8,No
4929-ROART,18,Month-to-month,Mailed check,56.25,No
4825-XJGDM,61,One year,Credit card (automatic),43.7,No
4403-BWPAY,14,One year,Credit card (automatic),24.8,No
4986-MXSFP,2,Month-to-month,Mailed check,20.0,No
8963-JLGJT,3,Month-to-month,Mailed check,55.9,No
2474-LCNUE,23,Month-to-month,Credit card (automatic),73.65,No
4829-ZLJTK,72,Two year,Electronic check,112.4,No
4682-BLBUC,44,One year,Electronic check,70.95,No
4877-TSOFF,55,One year,Bank transfer (automatic),75.75,No
5965-GGPRW,72,Two year,Bank transfer (automatic),105.25,No
2005-DWQZJ,8,Two year,Mailed check,19.05,No
4277-BWBML,72,Two year,Bank transfer (automatic),19.95,No
3007-FDPEA,2,Month-to-month,Bank transfer (automatic),20.7,No
4612-SSVHJ,20,Month-to-month,Electronic check,81.45,No
0191-EQUUH,25,Two year,Bank transfer (automatic),35.05,No
9929-PLVPA,4,Month-to-month,Credit card (automatic),20.4,No
3069-SSVSN,1,One year,Mailed check,25.85,No
3724-UCSHY,6,Month-to-month,Mailed check,19.55,No
6260-XLACS,4,One year,Mailed check,19.7,No
0859-YGKFW,18,One year,Bank transfer (automatic),20.05,No
3167-SNQPL,38,Month-to-month,Electronic check,101.15,No
4918-FYJNT,55,Month-to-month,Electronic check,90.45,No
4450-DLLMH,2,Month-to-month,Credit card (automatic),71.3,No
9000-PLFUZ,60,Two year,Credit card (automatic),49.45,No
9467-ROOLM,25,Month-to-month,Mailed check,19.05,No
3745-HRPHI,66,Two year,Bank transfer (automatic),54.65,No
5868-YTYKS,1,Month-to-month,Mailed check,20.25,No
9741-YLNTD,6,Month-to-month,Bank transfer (automatic),87.95,No
2801-NISEI,24,Month-to-month,Electronic check,54.95,No
5135-RDDQL,63,Two year,Bank transfer (automatic),50.65,No
2233-FAGXV,5,Month-to-month,Mailed check,24.3,No
7277-OZCGZ,22,Month-to-month,Electronic check,89.05,No
7096-UCLNH,1,Month-to-month,Mailed check,20.05,No
2234-XADUH,72,One year,Credit card (automatic),103.2,No
6479-SZPLM,36,Two year,Credit card (automatic),19.45,No
2961-VNFKL,71,Two year,Credit card (automatic),25.95,No
7089-RKVSZ,8,One year,Mailed check,24.4,No
4976-LNFVV,19,Month-to-month,Credit card (automatic),34.3,No
0980-FEXWF,26,One year,Mailed check,50.35,No
5445-GLVOT,22,Month-to-month,Electronic check,49.8,No
8738-JOKAR,42,One year,Mailed check,67.7,No
3752-CQSJI,13,Month-to-month,Mailed check,20.45,No
2466-NEJOJ,8,Month-to-month,Credit card (automatic),19.65,No
4660-IRIBM,18,Month-to-month,Mailed check,87.9,No
6627-CFOSN,59,Month-to-month,Bank transfer (automatic),99.45,No
8064-RAVOH,1,Month-to-month,Electronic check,49.85,No
8809-XKHMD,72,Two year,Bank transfer (automatic),100.55,No
4701-LKOZD,70,Two year,Credit card (automatic),89.75,No
7054-ENNGU,9,Month-to-month,Mailed check,50.85,No
3807-BPOMJ,55,One year,Electronic check,94.75,No
2607-DHDAK,72,Two year,Credit card (automatic),19.8,No
4747-LCAQL,25,Month-to-month,Mailed check,79.0,No
3308-MHOOC,1,Month-to-month,Mailed check,19.2,No
1559-DTODC,19,Month-to-month,Bank transfer (automatic),25.15,No
4323-OHFOW,70,One year,Bank transfer (automatic),105.55,No
0550-DCXLH,13,Month-to-month,Mailed check,73.35,No
8109-YUOHE,17,One year,Mailed check,56.1,No
1096-ADRUX,66,One year,Bank transfer (automatic),74.25,No
1194-HVAIF,27,Month-to-month,Credit card (automatic),95.0,No
1468-DEFNC,64,Two year,Bank transfer (automatic),24.4,No
1304-BCCFO,9,Month-to-month,Mailed check,70.05,No
6522-OIQSX,69,Two year,Credit card (automatic),54.95,No
3084-DOWLE,72,Two year,Bank transfer (automatic),92.0,No
7527-QNRUS,17,Two year,Mailed check,25.15,No
6103-BOCOU,26,Month-to-month,Electronic check,80.7,No
3509-GWQGF,24,Month-to-month,Credit card (automatic),70.0,No
2259-OUUSZ,7,One year,Credit card (automatic),35.5,No
6357-JJPQT,3,Month-to-month,Electronic check,80.5,No
9548-LERKT,24,Two year,Mailed check,19.75,No
8058-DMYRU,54,Month-to-month,Electronic check,90.05,No
5598-IKHQQ,72,Two year,Credit card (automatic),25.45,No
6652-YFFJO,11,Month-to-month,Electronic check,64.9,No
2144-BFDSO,50,Month-to-month,Bank transfer (automatic),108.75,No
9800-ONTFE,22,Month-to-month,Bank transfer (automatic),75.8,No
1877-HKBQX,11,One year,Mailed check,54.6,No
4884-ZTHVF,8,Month-to-month,Electronic check,87.1,No
1855-CFULU,4,Month-to-month,Mailed check,20.05,No
9696-RMYBA,5,Month-to-month,Mailed check,80.1,No
3340-QBBFM,36,One year,Credit card (automatic),54.1,No
3338-CVVEH,12,Month-to-month,Electronic check,94.55,No
7233-IOQNP,43,Month-to-month,Bank transfer (automatic),34.0,No
0787-LHDYT,16,Month-to-month,Credit card (automatic),20.6,No
1360-RCYRT,23,Month-to-month,Bank transfer (automatic),30.35,No
4950-BDEUX,35,Month-to-month,Electronic check,49.2,No
0484-FFVBJ,32,One year,Bank transfer (automatic),64.85,No
6621-NRZAK,63,Two year,Credit card (automatic),20.0,No
6147-CBCRA,33,Month-to-month,Mailed check,20.05,No
3587-PMCOY,10,One year,Electronic check,98.9,No
0318-ZOPWS,49,Two year,Bank transfer (automatic),20.15,No
6407-UTSLV,2,Month-to-month,Bank transfer (automatic),83.8,No
4567-AKPIA,41,One year,Bank transfer (automatic),109.1,No
3649-JPUGY,72,Two year,Bank transfer (automatic),88.6,No
8410-BGQXN,4,Month-to-month,Mailed check,19.4,No
9715-SBVSU,14,Two year,Bank transfer (automatic),61.4,No
5553-AOINX,66,One year,Electronic check,104.9,No
6732-FZUGP,47,One year,Credit card (automatic),94.9,No
7971-HLVXI,72,Two year,Credit card (automatic),84.5,No
2599-CZABP,14,One year,Electronic check,44.6,No
8474-UMLNT,13,Month-to-month,Bank transfer (automatic),67.8,No
9840-EFJQB,1,Month-to-month,Electronic check,74.35,No
7148-XZPHA,55,Month-to-month,Electronic check,79.4,No
0679-TDGAK,50,One year,Electronic check,75.5,No
8541-QVFKM,8,Month-to-month,Electronic check,73.5,No
3525-DVKFN,17,Two year,Mailed check,19.4,No
6080-LNESI,51,Two year,Mailed check,24.75,No
1241-EZFMJ,61,Two year,Bank transfer (automatic),25.45,No
4476-OSWTN,69,One year,Mailed check,110.55,No
0620-DLSLK,13,Month-to-month,Mailed check,81.9,No
3521-MNKLV,24,Month-to-month,Mailed check,49.7,No
8319-QBEHW,26,One year,Bank transfer (automatic),39.95,No
9720-JJJOR,41,One year,Bank transfer (automatic),60.3,No
0218-QNVAS,71,One year,Bank transfer (automatic),100.55,No
8456-QDAVC,19,Month-to-month,Bank transfer (automatic),78.7,No
4536-PLEQY,12,Month-to-month,Credit card (automatic),85.05,No
9750-BOOHV,32,One year,Mailed check,30.15,No
8687-BAFGU,1,Month-to-month,Electronic check,74.0,No
6078-VESFR,13,Month-to-month,Bank transfer (automatic),70.45,No
2379-GYFLQ,46,One year,Credit card (automatic),94.9,No
1131-QQZEB,71,Two year,Bank transfer (automatic),23.95,No
5569-IDSEY,71,One year,Bank transfer (automatic),105.7,No
6508-NJYRO,15,One year,Mailed check,18.8,No
0674-GCDXG,63,Two year,Bank transfer (automatic),71.9,No
0064-YIJGF,27,Month-to-month,Bank transfer (automatic),75.75,No
7521-YXVZY,3,Month-to-month,Mailed check,19.95,No
3530-VWVGU,22,Month-to-month,Mailed check,19.9,No
8226-BXGES,64,One year,Bank transfer (automatic),89.45,No
4189-NAKJS,26,One year,Credit card (automatic),51.55,No
3911-RSNHI,71,Two year,Credit card (automatic),61.4,No
6734-GMPVK,5,Month-to-month,Electronic check,105.3,No
5038-ETMLM,72,Two year,Bank transfer (automatic),113.65,No
1307-TVUFB,42,Month-to-month,Bank transfer (automatic),79.35,No
3727-JEZTU,1,Month-to-month,Mailed check,20.4,No
5863-OOKCL,10,Month-to-month,Mailed check,18.85,No
0487-CRLZF,49,Two year,Bank transfer (automatic),74.45,No
2972-YDYUW,57,One year,Electronic check,94.7,No
4685-ERGHK,57,One year,Electronic check,86.9,No
5356-KZCKT,58,Two year,Credit card (automatic),24.45,No
0668-OGMHD,21,Month-to-month,Electronic check,28.5,No
4075-JFPGR,51,One year,Electronic check,93.5,No
4692-NNQRU,21,One year,Electronic check,79.2,No
2516-XSJKX,41,Two year,Electronic check,78.45,No
8008-OTEZX,35,One year,Mailed check,19.65,No
3190-FZATL,14,Month-to-month,Mailed check,19.95,No
5913-INRQV,34,One year,Mailed check,90.15,No
8311-UEUAB,67,Two year,Electronic check,75.5,No
8622-ZLFKO,6,Month-to-month,Electronic check,90.75,No
5968-VXZLG,2,Month-to-month,Bank transfer (automatic),46.6,No
1051-EQPZR,44,Month-to-month,Mailed check,19.6,No
4770-QAZXN,13,Month-to-month,Credit card (automatic),19.45,No
9361-YNQWJ,64,One year,Bank transfer (automatic),24.4,No
5088-QZLRL,1,Month-to-month,Electronic check,20.65,No
3283-WCWXT,6,Two year,Mailed check,25.4,No
3410-MHHUM,44,One year,Electronic check,94.4,No
1810-BOHSY,51,One year,Credit card (automatic),96.4,No
3452-SRFEG,49,Month-to-month,Bank transfer (automatic),74.6,No
5278-PNYOX,49,Two year,Credit card (automatic),100.65,No
9648-BCHKM,18,Two year,Credit card (automatic),24.65,No
8314-DPQHL,9,One year,Mailed check,50.8,No
2250-IVBWA,64,Month-to-month,Electronic check,81.05,No
8920-NAVAY,62,One year,Bank transfer (automatic),110.75,No
5624-RYAMH,9,Month-to-month,Electronic check,19.5,No
9699-UBQFS,43,Month-to-month,Electronic check,94.5,No
7956-XQWGU,27,Month-to-month,Credit card (automatic),19.4,No
5966-EMAZU,64,One year,Mailed check,108.5,No
1508-DFXCU,12,Month-to-month,Electronic check,81.45,No
5315-CKEQK,28,One year,Electronic check,51.0,No
5356-CSVSQ,3,Month-to-month,Electronic check,64.6,No
6135-OZQVA,7,Month-to-month,Electronic check,53.65,No
2205-LPVGL,58,One year,Bank transfer (automatic),89.85,No
8720-RQSBJ,1,Month-to-month,Electronic check,44.0,No
4445-KWOKW,42,One year,Bank transfer (automatic),60.15,No
5928-QLDHB,9,Month-to-month,Electronic check,76.25,No
8980-WQFWL,35,Month-to-month,Electronic check,62.1,No
6837-BJYDQ,3,One year,Mailed check,19.6,No
2363-BJLSL,62,Month-to-month,Bank transfer (automatic),80.4,No
2637-FKFSY,3,Month-to-month,Mailed check,46.1,No
5440-VHLUL,69,One year,Bank transfer (automatic),105.2,No
7049-GKVZY,17,One year,Credit card (automatic),79.85,No
6296-DDOOR,19,One year,Electronic check,58.2,No
3908-MKIMJ,68,Two year,Electronic check,41.95,No
7714-YXSMB,26,Month-to-month,Bank transfer (automatic),100.5,No
9770-LXDBK,3,Month-to-month,Mailed check,20.4,No
5382-SOYZL,22,Month-to-month,Electronic check,95.1,No
0673-IGUQO,1,Month-to-month,Mailed check,20.45,No
9839-ETQOE,43,Month-to-month,Electronic check,40.45,No
6341-AEVKX,62,One year,Electronic check,104.3,No
4854-SSLTN,2,Two year,Mailed check,59.5,No
1319-YLZJG,12,Month-to-month,Electronic check,84.6,No
4328-VUFWD,39,One year,Electronic check,59.3,No
0907-HQNTS,70,Two year,Credit card (automatic),113.0,No
0386-CWRGM,46,Two year,Mailed check,19.4,No
5175-WLYXL,22,Month-to-month,Mailed check,78.85,No
8573-JGCZW,17,One year,Bank transfer (automatic),19.65,No
2522-WLNSF,34,One year,Bank transfer (automatic),64.2,No
6518-PPLMZ,53,Two year,Mailed check,19.4,No
5989-OMNJE,24,One year,Electronic check,57.6,No
3973-SKMLN,71,Two year,Credit card (automatic),19.9,No
2817-LVCPP,50,Two year,Credit card (automatic),19.4,No
9150-HEPMB,56,One year,Mailed check,52.7,No
0214-JHPFW,70,Two year,Bank transfer (automatic),57.8,No
7321-ZNSLA,13,Two year,Mailed check,40.55,No
9972-VAFJJ,53,One year,Electronic check,94.0,No
5837-LXSDN,21,One year,Credit card (automatic),58.85,No
4939-KYYPY,27,Month-to-month,Electronic check,59.45,No
7234-KMNRQ,4,Month-to-month,Mailed check,19.0,No
5032-MIYKT,1,Month-to-month,Mailed check,70.7,No
7601-GNDYK,35,Two year,Mailed check,19.6,No
6164-HAQTX,71,Two year,Bank transfer (automatic),53.95,No
0147-ESWWR,39,Month-to-month,Electronic check,101.25,No
2692-BUCFV,29,Month-to-month,Bank transfer (automatic),101.45,No
8590-YFFQO,70,Two year,Credit card (automatic),64.95,No
1956-YIFGE,22,One year,Mailed check,100.05,No
4067-HLYQI,33,Month-to-month,Bank transfer (automatic),70.4,No
8259-DZLIZ,64,One year,Bank transfer (automatic),53.85,No
9052-DHNKM,26,One year,Electronic check,61.55,No
3243-ZHOHY,16,One year,Mailed check,20.1,No
3629-ZNKXA,17,Month-to-month,Electronic check,101.8,No
3638-DIMPH,13,One year,Electronic check,43.8,No
1346-PJWTK,61,Month-to-month,Credit card (automatic),94.15,No
5816-JMLGY,70,Two year,Bank transfer (automatic),80.4,No
0234-TEVTT,48,One year,Credit card (automatic),45.0,No
9066-QRSDU,69,One year,Electronic check,26.3,No
9795-SHUHB,66,Two year,Credit card (automatic),58.2,No
6619-RPLQZ,45,Two year,Mailed check,20.85,No
4184-VODJZ,63,One year,Electronic check,91.35,No
6479-VDGRK,72,Two year,Bank transfer (automatic),85.3,No
3097-PYWXL,4,Month-to-month,Electronic check,19.95,No
6064-ZATLR,27,Two year,Bank transfer (automatic),52.85,No
6339-RZCBJ,48,Two year,Credit card (automatic),78.9,No
4338-EYCER,21,Month-to-month,Bank transfer (automatic),54.6,No
9738-QLWTP,39,One year,Electronic check,81.9,No
8822-KNBHV,48,One year,Credit card (automatic),83.45,No
9026-LHEVG,9,Month-to-month,Electronic check,40.75,No
2325-WINES,32,One year,Credit card (automatic),104.05,No
4188-FRABG,57,Month-to-month,Electronic check,103.05,No
3584-WKTTW,51,One year,Electronic check,111.55,No
7787-BNTZM,6,Month-to-month,Bank transfer (automatic),20.15,No
3511-BFTJW,72,Two year,Credit card (automatic),38.5,No
